SCF082_s1_g52	GO:0000302;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005739;GO:0005740;GO:0005741;GO:0005783;GO:0005789;GO:0005829;GO:0006508;GO:0006511;GO:0006515;GO:0006807;GO:0006950;GO:0006979;GO:0008150;GO:0008152;GO:0009056;GO:0009057;GO:0009636;GO:0009987;GO:0010033;GO:0010035;GO:0010243;GO:0010498;GO:0012505;GO:0016020;GO:0019538;GO:0019867;GO:0019941;GO:0030163;GO:0030425;GO:0030433;GO:0031090;GO:0031966;GO:0031967;GO:0031968;GO:0031975;GO:0031984;GO:0032991;GO:0033554;GO:0034599;GO:0034614;GO:0034976;GO:0035690;GO:0035966;GO:0035967;GO:0036266;GO:0036477;GO:0036503;GO:0042175;GO:0042221;GO:0042493;GO:0042542;GO:0042995;GO:0043005;GO:0043161;GO:0043170;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043632;GO:0044237;GO:0044238;GO:0044248;GO:0044257;GO:0044260;GO:0044265;GO:0044267;GO:0044422;GO:0044424;GO:0044425;GO:0044429;GO:0044432;GO:0044444;GO:0044446;GO:0044455;GO:0044463;GO:0044464;GO:0046677;GO:0050896;GO:0051603;GO:0051716;GO:0051788;GO:0070301;GO:0070887;GO:0071218;GO:0071236;GO:0071310;GO:0071630;GO:0071704;GO:0072671;GO:0097237;GO:0097447;GO:0097458;GO:0098588;GO:0098796;GO:0098798;GO:0098799;GO:0098805;GO:0098827;GO:0120025;GO:0120038;GO:1901564;GO:1901565;GO:1901575;GO:1901698;GO:1901700;GO:1901701
SCF082_s1_g48	GO:0000118;GO:0000228;GO:0000785;GO:0000790;GO:0001085;GO:0001103;GO:0003674;GO:0003676;GO:0003677;GO:0003678;GO:0003824;GO:0004003;GO:0004386;GO:0004407;GO:0005488;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0005813;GO:0005815;GO:0005856;GO:0006325;GO:0006355;GO:0006357;GO:0006464;GO:0006476;GO:0006807;GO:0006996;GO:0008026;GO:0008094;GO:0008134;GO:0008150;GO:0008152;GO:0008270;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0015630;GO:0016043;GO:0016462;GO:0016569;GO:0016570;GO:0016575;GO:0016581;GO:0016787;GO:0016810;GO:0016811;GO:0016817;GO:0016818;GO:0016887;GO:0017053;GO:0017111;GO:0019213;GO:0019219;GO:0019222;GO:0019538;GO:0019899;GO:0031323;GO:0031326;GO:0031974;GO:0031981;GO:0032392;GO:0032508;GO:0032991;GO:0033558;GO:0035601;GO:0036211;GO:0042623;GO:0042826;GO:0043167;GO:0043169;GO:0043170;GO:0043226;GO:0043227;GO:0043228;GO:0043229;GO:0043231;GO:0043232;GO:0043233;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0044422;GO:0044424;GO:0044427;GO:0044428;GO:0044430;GO:0044446;GO:0044451;GO:0044454;GO:0044464;GO:0046872;GO:0046914;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0051276;GO:0060255;GO:0065007;GO:0070013;GO:0070035;GO:0070491;GO:0070603;GO:0071103;GO:0071704;GO:0071840;GO:0080090;GO:0090545;GO:0090568;GO:0097159;GO:0098732;GO:0140096;GO:0140097;GO:1901363;GO:1901564;GO:1902494;GO:1903506;GO:1904949;GO:2000112;GO:2001141
SCF082_s1_g21	GO:0003674;GO:0003824;GO:0004672;GO:0004674;GO:0004675;GO:0004888;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005768;GO:0005794;GO:0005802;GO:0005829;GO:0005840;GO:0005886;GO:0006464;GO:0006468;GO:0006793;GO:0006796;GO:0006807;GO:0006810;GO:0007154;GO:0007165;GO:0007166;GO:0007167;GO:0007178;GO:0008150;GO:0008152;GO:0009987;GO:0012505;GO:0015780;GO:0015931;GO:0016020;GO:0016301;GO:0016310;GO:0016740;GO:0016772;GO:0016773;GO:0019199;GO:0019538;GO:0022626;GO:0023052;GO:0031410;GO:0031982;GO:0031984;GO:0032991;GO:0036211;GO:0038023;GO:0043170;GO:0043226;GO:0043227;GO:0043228;GO:0043229;GO:0043231;GO:0043232;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0044422;GO:0044424;GO:0044431;GO:0044444;GO:0044445;GO:0044446;GO:0044464;GO:0050789;GO:0050794;GO:0050896;GO:0051179;GO:0051234;GO:0051716;GO:0055085;GO:0060089;GO:0065007;GO:0071702;GO:0071704;GO:0071705;GO:0071944;GO:0097708;GO:0098791;GO:0140096;GO:1901264;GO:1901564;GO:1990904
SCF082_s1_g55	GO:0003674;GO:0003824;GO:0004672;GO:0004674;GO:0005575;GO:0005622;GO:0005623;GO:0005634;GO:0005737;GO:0005829;GO:0006464;GO:0006468;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0009719;GO:0009725;GO:0009741;GO:0009987;GO:0010033;GO:0014070;GO:0016301;GO:0016310;GO:0016740;GO:0016772;GO:0016773;GO:0019538;GO:0033993;GO:0036211;GO:0042221;GO:0043170;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0044424;GO:0044444;GO:0044464;GO:0046777;GO:0050896;GO:0071704;GO:0140096;GO:1901564;GO:1901700
SCF082_s1_g8	GO:0003674;GO:0003676;GO:0003723;GO:0003746;GO:0003824;GO:0003924;GO:0005488;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006412;GO:0006414;GO:0006417;GO:0006448;GO:0006518;GO:0006807;GO:0008135;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009889;GO:0009891;GO:0009893;GO:0009987;GO:0010467;GO:0010468;GO:0010556;GO:0010557;GO:0010604;GO:0010608;GO:0010628;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0017111;GO:0019222;GO:0019538;GO:0031323;GO:0031325;GO:0031326;GO:0031328;GO:0032268;GO:0032270;GO:0034248;GO:0034250;GO:0034641;GO:0034645;GO:0042802;GO:0043043;GO:0043170;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267;GO:0044271;GO:0044424;GO:0044444;GO:0044464;GO:0045727;GO:0045901;GO:0048518;GO:0048522;GO:0050789;GO:0050794;GO:0051171;GO:0051173;GO:0051246;GO:0051247;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0097159;GO:1901363;GO:1901564;GO:1901566;GO:1901576;GO:1990145;GO:2000112
SCF082_s1_g51	GO:0000322;GO:0000323;GO:0000324;GO:0000329;GO:0000822;GO:0001501;GO:0001618;GO:0002376;GO:0002520;GO:0002521;GO:0002573;GO:0003674;GO:0004888;GO:0004930;GO:0005215;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005739;GO:0005773;GO:0005774;GO:0005886;GO:0006810;GO:0006811;GO:0006817;GO:0006820;GO:0006873;GO:0007154;GO:0007165;GO:0007186;GO:0007275;GO:0007399;GO:0007417;GO:0008037;GO:0008038;GO:0008039;GO:0008144;GO:0008150;GO:0008509;GO:0009605;GO:0009607;GO:0009615;GO:0009966;GO:0009987;GO:0010001;GO:0010646;GO:0014004;GO:0015075;GO:0015103;GO:0015114;GO:0015318;GO:0015562;GO:0015698;GO:0016020;GO:0016021;GO:0016032;GO:0019058;GO:0019725;GO:0022008;GO:0022857;GO:0023051;GO:0023052;GO:0030002;GO:0030097;GO:0030099;GO:0030154;GO:0030182;GO:0030225;GO:0030260;GO:0030320;GO:0030643;GO:0031090;GO:0031224;GO:0031226;GO:0032501;GO:0032502;GO:0034220;GO:0035435;GO:0036094;GO:0038023;GO:0042063;GO:0042592;GO:0043167;GO:0043168;GO:0043178;GO:0043207;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044403;GO:0044409;GO:0044419;GO:0044422;GO:0044424;GO:0044425;GO:0044437;GO:0044444;GO:0044446;GO:0044459;GO:0044464;GO:0046718;GO:0048468;GO:0048513;GO:0048534;GO:0048583;GO:0048666;GO:0048699;GO:0048731;GO:0048856;GO:0048869;GO:0048878;GO:0050789;GO:0050794;GO:0050801;GO:0050896;GO:0051179;GO:0051234;GO:0051701;GO:0051704;GO:0051707;GO:0051716;GO:0051806;GO:0051828;GO:0055062;GO:0055081;GO:0055082;GO:0055083;GO:0055085;GO:0060089;GO:0065007;GO:0065008;GO:0071944;GO:0072501;GO:0072502;GO:0072505;GO:0072506;GO:0098588;GO:0098656;GO:0098660;GO:0098661;GO:0098771;GO:0098805;GO:0098852;GO:0104005
SCF082_s1_g3	GO:0003008;GO:0003674;GO:0003824;GO:0003992;GO:0004587;GO:0005488;GO:0005507;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005759;GO:0006082;GO:0006520;GO:0006525;GO:0006526;GO:0006536;GO:0006538;GO:0006591;GO:0006592;GO:0006807;GO:0006950;GO:0006952;GO:0007275;GO:0007600;GO:0007601;GO:0008144;GO:0008150;GO:0008152;GO:0008483;GO:0008652;GO:0009056;GO:0009058;GO:0009063;GO:0009064;GO:0009065;GO:0009084;GO:0009507;GO:0009532;GO:0009536;GO:0009570;GO:0009605;GO:0009607;GO:0009617;GO:0009987;GO:0016043;GO:0016053;GO:0016054;GO:0016740;GO:0016769;GO:0019752;GO:0019842;GO:0022607;GO:0022622;GO:0030170;GO:0031974;GO:0031981;GO:0032501;GO:0032502;GO:0034214;GO:0036094;GO:0042450;GO:0042742;GO:0042802;GO:0043167;GO:0043168;GO:0043169;GO:0043207;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043233;GO:0043436;GO:0043648;GO:0043649;GO:0043933;GO:0044085;GO:0044237;GO:0044238;GO:0044248;GO:0044249;GO:0044281;GO:0044282;GO:0044283;GO:0044419;GO:0044422;GO:0044424;GO:0044428;GO:0044429;GO:0044434;GO:0044435;GO:0044444;GO:0044446;GO:0044464;GO:0046394;GO:0046395;GO:0046872;GO:0046914;GO:0048037;GO:0048364;GO:0048731;GO:0048856;GO:0050662;GO:0050877;GO:0050896;GO:0050953;GO:0051259;GO:0051704;GO:0051707;GO:0065003;GO:0070013;GO:0070279;GO:0071704;GO:0071840;GO:0080022;GO:0097159;GO:0098542;GO:0099402;GO:1901363;GO:1901564;GO:1901565;GO:1901566;GO:1901575;GO:1901576;GO:1901605;GO:1901606;GO:1901607
SCF082_s1_g40	GO:0001700;GO:0001764;GO:0001932;GO:0001934;GO:0002009;GO:0002237;GO:0002376;GO:0002682;GO:0002694;GO:0003674;GO:0003824;GO:0004842;GO:0005078;GO:0005198;GO:0005488;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006464;GO:0006508;GO:0006511;GO:0006807;GO:0006928;GO:0006950;GO:0006952;GO:0006955;GO:0007275;GO:0007390;GO:0007391;GO:0007399;GO:0007568;GO:0008150;GO:0008152;GO:0008258;GO:0008270;GO:0008340;GO:0009056;GO:0009057;GO:0009605;GO:0009607;GO:0009617;GO:0009653;GO:0009790;GO:0009792;GO:0009888;GO:0009892;GO:0009893;GO:0009966;GO:0009967;GO:0009968;GO:0009987;GO:0010033;GO:0010243;GO:0010259;GO:0010466;GO:0010562;GO:0010604;GO:0010605;GO:0010646;GO:0010647;GO:0010648;GO:0010941;GO:0010951;GO:0016331;GO:0016477;GO:0016567;GO:0016740;GO:0019220;GO:0019222;GO:0019538;GO:0019787;GO:0019899;GO:0019900;GO:0019901;GO:0019941;GO:0022008;GO:0022407;GO:0023051;GO:0023056;GO:0023057;GO:0030027;GO:0030154;GO:0030155;GO:0030159;GO:0030162;GO:0030163;GO:0031252;GO:0031323;GO:0031324;GO:0031325;GO:0031399;GO:0031401;GO:0032268;GO:0032269;GO:0032270;GO:0032446;GO:0032494;GO:0032501;GO:0032502;GO:0032872;GO:0032874;GO:0032944;GO:0032947;GO:0035591;GO:0036211;GO:0040011;GO:0042127;GO:0042129;GO:0042221;GO:0042325;GO:0042327;GO:0042981;GO:0042995;GO:0043066;GO:0043067;GO:0043069;GO:0043086;GO:0043154;GO:0043167;GO:0043169;GO:0043170;GO:0043207;GO:0043281;GO:0043370;GO:0043408;GO:0043410;GO:0043412;GO:0043632;GO:0044092;GO:0044237;GO:0044238;GO:0044248;GO:0044257;GO:0044260;GO:0044265;GO:0044267;GO:0044424;GO:0044444;GO:0044464;GO:0045087;GO:0045580;GO:0045595;GO:0045619;GO:0045861;GO:0045937;GO:0046328;GO:0046330;GO:0046634;GO:0046637;GO:0046640;GO:0046872;GO:0046914;GO:0048518;GO:0048519;GO:0048522;GO:0048523;GO:0048583;GO:0048584;GO:0048585;GO:0048598;GO:0048699;GO:0048729;GO:0048731;GO:0048856;GO:0048869;GO:0048870;GO:0050670;GO:0050789;GO:0050790;GO:0050793;GO:0050794;GO:0050863;GO:0050865;GO:0050896;GO:0051171;GO:0051172;GO:0051173;GO:0051174;GO:0051179;GO:0051239;GO:0051246;GO:0051247;GO:0051248;GO:0051249;GO:0051336;GO:0051346;GO:0051603;GO:0051674;GO:0051704;GO:0051707;GO:0051865;GO:0052547;GO:0052548;GO:0060090;GO:0060255;GO:0060429;GO:0060548;GO:0061630;GO:0061659;GO:0065007;GO:0065009;GO:0070302;GO:0070304;GO:0070647;GO:0070663;GO:0071704;GO:0080090;GO:0080134;GO:0080135;GO:0120025;GO:0140096;GO:1901564;GO:1901565;GO:1901575;GO:1901698;GO:1901700;GO:1902105;GO:1902531;GO:1902533;GO:1903706;GO:2000026;GO:2000116;GO:2000117;GO:2000514;GO:2000564;GO:2001185;GO:2001233;GO:2001234;GO:2001236;GO:2001237
SCF082_s1_g2	GO:0000132;GO:0000226;GO:0000278;GO:0003674;GO:0005488;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005856;GO:0005869;GO:0005875;GO:0006457;GO:0006996;GO:0007010;GO:0007017;GO:0007023;GO:0007049;GO:0007163;GO:0007275;GO:0007517;GO:0007528;GO:0008017;GO:0008092;GO:0008150;GO:0009987;GO:0015629;GO:0015630;GO:0015631;GO:0016043;GO:0022402;GO:0030010;GO:0030016;GO:0030017;GO:0030018;GO:0031674;GO:0032501;GO:0032502;GO:0032991;GO:0040001;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0043292;GO:0044422;GO:0044424;GO:0044430;GO:0044444;GO:0044446;GO:0044449;GO:0044464;GO:0048513;GO:0048731;GO:0048856;GO:0050808;GO:0051179;GO:0051234;GO:0051293;GO:0051294;GO:0051640;GO:0051641;GO:0051649;GO:0051653;GO:0051656;GO:0061061;GO:0071840;GO:0099080;GO:0099081;GO:0099512;GO:1902850;GO:1903047
SCF082_s10_g572	GO:0001894;GO:0001895;GO:0003674;GO:0005215;GO:0005216;GO:0005225;GO:0005244;GO:0005247;GO:0005253;GO:0005254;GO:0005488;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005768;GO:0005769;GO:0005770;GO:0005794;GO:0005886;GO:0005887;GO:0006810;GO:0006811;GO:0006812;GO:0006820;GO:0006821;GO:0006873;GO:0006884;GO:0006885;GO:0006897;GO:0006909;GO:0006911;GO:0006996;GO:0007032;GO:0007154;GO:0007267;GO:0007268;GO:0007610;GO:0007626;GO:0008021;GO:0008150;GO:0008308;GO:0008344;GO:0008361;GO:0008509;GO:0009889;GO:0009891;GO:0009893;GO:0009897;GO:0009986;GO:0009987;GO:0010008;GO:0010256;GO:0010324;GO:0012505;GO:0012506;GO:0015075;GO:0015103;GO:0015108;GO:0015267;GO:0015291;GO:0015297;GO:0015318;GO:0015672;GO:0015698;GO:0016020;GO:0016021;GO:0016043;GO:0016050;GO:0016188;GO:0016192;GO:0016324;GO:0019222;GO:0019725;GO:0019904;GO:0021700;GO:0022803;GO:0022804;GO:0022832;GO:0022836;GO:0022838;GO:0022839;GO:0022857;GO:0023052;GO:0030003;GO:0030004;GO:0030133;GO:0030139;GO:0030141;GO:0030165;GO:0030424;GO:0030534;GO:0030641;GO:0031090;GO:0031224;GO:0031226;GO:0031323;GO:0031325;GO:0031410;GO:0031902;GO:0031982;GO:0032501;GO:0032502;GO:0032535;GO:0033267;GO:0034220;GO:0035249;GO:0042581;GO:0042592;GO:0042802;GO:0042803;GO:0042995;GO:0043005;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043679;GO:0044306;GO:0044422;GO:0044424;GO:0044425;GO:0044433;GO:0044440;GO:0044444;GO:0044446;GO:0044456;GO:0044459;GO:0044463;GO:0044464;GO:0045177;GO:0045202;GO:0045335;GO:0045494;GO:0045794;GO:0045851;GO:0046982;GO:0046983;GO:0048388;GO:0048518;GO:0048522;GO:0048871;GO:0048878;GO:0050789;GO:0050794;GO:0050801;GO:0051179;GO:0051234;GO:0051452;GO:0051453;GO:0051641;GO:0051649;GO:0051932;GO:0055067;GO:0055080;GO:0055082;GO:0055085;GO:0060077;GO:0060249;GO:0061024;GO:0065007;GO:0065008;GO:0070050;GO:0070382;GO:0071840;GO:0071944;GO:0072320;GO:0090066;GO:0097401;GO:0097458;GO:0097708;GO:0098552;GO:0098588;GO:0098590;GO:0098655;GO:0098656;GO:0098657;GO:0098660;GO:0098661;GO:0098662;GO:0098771;GO:0098793;GO:0098805;GO:0098916;GO:0099024;GO:0099503;GO:0099504;GO:0099536;GO:0099537;GO:0120025;GO:0120038;GO:0150034;GO:1902476;GO:1902600;GO:1903426;GO:1903428;GO:2000377;GO:2000379
