"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","season","uniprot_acc","uniprot_entry","pident","align_length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","qlen","slen","qcovs","quality_tier","description","source","organism","short_desc"
220.130773135189,-1.72386026252321,0.15920154342823,-10.8281630027058,2.53183544475616e-27,7.34384189105973e-23,"SCF082_s2_g130","Winter","A0ABP0KE98","A0ABP0KE98_9DINO",100,160,0,0,1,480,1,160,6.94e-103,301,483,160,99,"HIGH","Sugar phosphate/phosphate translocator","TrEMBL","Symbiont","Sugar phosphate/phosphate translocator"
254.679516396186,-0.75976059558564,0.143709267764003,-5.28678913619759,1.2448199194053e-07,0.000648134826711435,"SCF082_s2419_g34880","Winter","Q90744","NAGAB_CHICK",44.889,225,73,6,733,1323,1,202,2.93e-66,171,1721,405,56,"MEDIUM","Alpha-N-acetylgalactosaminidase","SwissProt","Symbiont","Alpha-N-acetylgalactosaminidase"
137.122667415585,1.34008856258453,0.265137354603093,5.0543182215521,4.31930918654682e-07,0.00104404901887481,"SCF082_s2714_g36669","Winter","A0ABP0M3P6","A0ABP0M3P6_9DINO",100,896,0,0,1,2688,1,896,0,1521,2691,896,99,"HIGH","Sodium channel protein 60E (Drosophila ion channel 60) (Drosophila sodium channel 1) (Protein smell-impaired 60E) (Sodium channel 2) (DmNav2)","TrEMBL","Symbiont","Sodium channel protein 60E (Drosophila ion channel 60) (Drosophila sodium channel 1) (Protein smell-impaired 60E) (Sodium channel 2) (DmNav2)"
1120.51444350399,0.52505267599977,0.105598141135032,4.97217725952548,6.62051282629274e-07,0.0013716756788532,"SCF082_s326_g10224","Winter","A0ABP0MZ80","A0ABP0MZ80_9DINO",100,396,0,0,1,1188,1,396,0,716,1191,396,99,"HIGH","Autophagy-related protein 18a","TrEMBL","Symbiont","Autophagy-related protein 18a"
790.838999845928,0.62080953463592,0.131265960491029,4.72940229373744,2.25181791965981e-06,0.00271977951179678,"SCF082_s2772_g37083","Winter","Q9C8G9","AB1C_ARATH",25.659,1025,622,40,745,3642,275,1218,1.19e-64,245,3807,1622,76,"LOW","ABC transporter C family member 1","SwissProt","Symbiont","ABC transporter C family member 1"
174.911191689514,0.89975491470378,0.19323239120438,4.65633587151607,3.21886662092991e-06,0.00281209928447775,"SCF082_s178_g6533","Winter","Q96L42","KCNH8_HUMAN",24.259,371,222,14,430,1449,210,552,5.83e-08,60.1,2025,1107,50,"LOW","Voltage-gated delayed rectifier potassium channel KCNH8","SwissProt","Symbiont","Voltage-gated delayed rectifier potassium channel KCNH8"
245.532256350334,0.758290330322948,0.163137526138076,4.64816617165782,3.34899077175555e-06,0.00281209928447775,"SCF082_s597_g15701","Winter","A0ABP0QUY4","A0ABP0QUY4_9DINO",100,1171,0,0,1,3513,1,1171,0,2378,3516,1171,99,"HIGH","Ephrin_rec_like domain-containing protein","TrEMBL","Symbiont","Ephrin_rec_like domain-containing protein"
234.923246279368,0.794616581723201,0.175616533549607,4.52472535280253,6.04739858205046e-06,0.00438527108177389,"SCF082_s1308_g25717","Winter","A0ABP0L1L6","A0ABP0L1L6_9DINO",100,585,0,0,1,1755,1,585,0,1092,1758,585,99,"HIGH","Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5)","TrEMBL","Symbiont","Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5)"
176.209281768297,1.10763189403869,0.245501397623906,4.51171319087772,6.4306104146244e-06,0.0045115600966352,"SCF082_s234_g7964","Winter","O88427","CAC1H_MOUSE",24.468,282,171,11,586,1410,781,1027,4.06e-09,63.9,1824,2365,45,"LOW","Voltage-dependent T-type calcium channel subunit alpha-1H","SwissProt","Symbiont","Voltage-dependent T-type calcium channel subunit alpha-1H"
170.481267870908,0.873593415911138,0.199727162755319,4.37393393997869,1.22027319231214e-05,0.00583260088391211,"SCF082_s179_g6562","Winter","Q96L42","KCNH8_HUMAN",24.259,371,222,15,430,1449,210,552,6.92e-08,60.1,2025,1107,50,"LOW","Voltage-gated delayed rectifier potassium channel KCNH8","SwissProt","Symbiont","Voltage-gated delayed rectifier potassium channel KCNH8"
