"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","uniprot_acc","uniprot_entry","pident","align_length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore","qlen","slen","qcovs","quality_tier","description","source","organism","season","category","short_name","refined_category"
38.3923325224412,6.18252169255226,0.973179841611768,6.35290768283162,2.11282527108439e-10,4.32007326446061e-08,"Montipora_capitata_HIv3___RNAseq.g16878.t1","A0A7D9M514","A0A7D9M514_PARCT",39.153,189,113,2,1,567,41,227,2.03e-38,152,1395,314,41,"LOW","Transient receptor potential cation channel subfamily A member 1 (Fragment)","TrEMBL","Host","Summer","Other Transport","A0A7D9M514_PARCT","TRP Channel"
985.928475199046,0.968846960190458,0.179130819106464,5.40860006682957,6.35192938949057e-08,7.89039400775159e-06,"Montipora_capitata_HIv3___RNAseq.g13558.t1","O62826","TRPC2_BOVIN",24.88,209,131,5,1420,2007,61,256,5.21e-13,76.3,3171,432,19,"LOW","Short transient receptor potential channel 2 homolog","SwissProt","Host","Summer","Other Transport","TRPC2_BOVIN","TRP Channel"
256.7222127877,1.15932081870911,0.219130873024199,5.29054077460404,1.21955228605504e-07,1.43034292229958e-05,"Montipora_capitata_HIv3___RNAseq.g24139.t1","Q924A5","S36A1_RAT",44.366,426,211,4,217,1425,38,460,8.79e-108,331,1449,475,83,"HIGH","Proton-coupled amino acid transporter 1","SwissProt","Host","Summer","H+ ATPase","S36A1_RAT","H+ ATPase"
1182.508819799,-1.23927502182943,0.247772395686987,-5.00166702748847,5.68366941990419e-07,5.58813540199517e-05,"Montipora_capitata_HIv3___TS.g7322.t1","Q1EHB4","SC5AC_HUMAN",37.479,603,351,11,16,1803,5,588,5.57e-107,338,1806,618,99,"MEDIUM","Sodium-coupled monocarboxylate transporter 2","SwissProt","Host","Summer","Na+ Transport","SC5AC_HUMAN","MCT (pH Regulation)"
31.723520491827,2.06212254589932,0.507388144728089,4.06419142292814,4.81992579341409e-05,0.00277025834469732,"Montipora_capitata_HIv3___RNAseq.34213_t","O15247","CLIC2_HUMAN",30.769,234,138,3,19,663,12,240,3.35e-16,78.6,696,247,93,"MEDIUM","Chloride intracellular channel protein 2","SwissProt","Host","Summer","Cl- Transport","CLIC2_HUMAN","Cl- Channel"
213.706906750545,0.908616761529072,0.232200660845748,3.9130670783606,9.11312066614423e-05,0.00477457263018735,"Montipora_capitata_HIv3___TS.g28207.t1a","Q71RS6","NCKX5_HUMAN",40.043,462,254,5,226,1548,39,498,1.18e-122,372,1557,500,85,"HIGH","Sodium/potassium/calcium exchanger 5","SwissProt","Host","Summer","Na+/K+ ATPase","NCKX5_HUMAN","Na+/K+ ATPase"
472.280154549877,-1.17674994168092,0.315608676874194,-3.72850947361625,0.000192615669086328,0.00879522734039447,"Montipora_capitata_HIv3___TS.g40633.t1","A6NMZ7","CO6A6_HUMAN",24.917,1200,801,34,571,3996,27,1184,1.95e-57,228,23757,2263,99,"LOW","Collagen alpha-6(VI) chain","SwissProt","Host","Summer","Other Transport","CO6A6_HUMAN","Collagen/ECM"
20.0079340864305,-3.62774107583397,1.00354103851194,-3.61494043254395,0.000300416688085704,0.012425443702786,"Montipora_capitata_HIv3___RNAseq.g26824.t1","Q8H569","AKT3_ORYSJ",37.624,101,60,2,1,300,538,636,4.78e-08,52.8,321,907,93,"LOW","Potassium channel AKT3","SwissProt","Host","Summer","K+ Channel","AKT3_ORYSJ","K+ Channel"
232.670867569116,1.15909872327656,0.32743162399893,3.53997182410319,0.000400169752591046,0.0158592146374205,"Montipora_capitata_HIv3___RNAseq.g33449.t1","P09487","PPBT_BOVIN",48.156,488,233,8,157,1596,19,494,1.39e-146,435,1653,524,87,"HIGH","Alkaline phosphatase, tissue-nonspecific isozyme","SwissProt","Host","Summer","Other Transport","PPBT_BOVIN","Biomineralization Enzyme"
215.393278439885,-0.700028330437462,0.209207728588267,-3.34609211218558,0.000819591642228722,0.0284334307713132,"Montipora_capitata_HIv3___RNAseq.g34072.t1","O75762","TRPA1_HUMAN",29.14,1081,705,23,898,4071,38,1080,3.13e-115,392,4170,1119,76,"LOW","Transient receptor potential cation channel subfamily A member 1","SwissProt","Host","Summer","Other Transport","TRPA1_HUMAN","TRP Channel"
30.6574135406644,1.49124522977719,0.456949156518213,3.26348174300165,0.00110052274627107,0.0358640028950536,"Montipora_capitata_HIv3___TS.g22430.t1","P17972","KCNAW_DROME",36.961,441,226,11,661,1896,75,492,2.73e-79,264,2058,498,60,"MEDIUM","Potassium voltage-gated channel protein Shaw","SwissProt","Host","Summer","K+ Channel","KCNAW_DROME","K+ Channel"
11.7090506614419,-3.85205342967306,1.18706412323931,-3.24502556707839,0.0011744007888216,0.0378445330902692,"Montipora_capitata_HIv3___RNAseq.g18596.t1","Q90632","MOT3_CHICK",26.244,442,279,6,163,1368,19,453,3.5e-33,135,1455,542,83,"LOW","Monocarboxylate transporter 3","SwissProt","Host","Summer","Other Transport","MOT3_CHICK","MCT (pH Regulation)"
2005.87838421858,1.72456662696141,0.237605234410203,7.25811715066893,3.92515540773214e-13,4.89575911438857e-10,"Montipora_capitata_HIv3___TS.g42117.t1","Q9WVT6","CAH14_MOUSE",39.576,283,148,9,166,972,5,278,1.06e-53,184,1194,337,68,"MEDIUM","Carbonic anhydrase 14","SwissProt","Host","Winter","Carbonic Anhydrase","CAH14_MOUSE","Carbonic Anhydrase"
157.871019084633,-2.68889810964999,0.374499580358939,-7.17997629549495,6.97235067133806e-13,7.82681224611054e-10,"Montipora_capitata_HIv3___RNAseq.g13058.t1","P57788","MOT4_CHICK",25.942,451,313,10,1,1323,4,443,4.01e-35,143,2238,473,89,"LOW","Monocarboxylate transporter 4","SwissProt","Host","Winter","Other Transport","MOT4_CHICK","MCT (pH Regulation)"
51.7829751675094,3.00450678163792,0.566620188130637,5.30250570765971,1.14223894196424e-07,4.8385672615168e-05,"Montipora_capitata_HIv3___TS.g20805.t1","P20785","CO6A1_CHICK",29.843,191,102,12,220,723,824,1005,1.68e-07,55.8,828,1019,61,"LOW","Collagen alpha-1(VI) chain","SwissProt","Host","Winter","Other Transport","CO6A1_CHICK","Collagen/ECM"
77.8800207877311,-2.07477885724909,0.40729614199031,-5.09403022358716,3.50530848857158e-07,0.000131162801461534,"Montipora_capitata_HIv3___RNAseq.g13056.t1","G8XYX6","MOT8_DANRE",26.562,192,135,4,4,570,317,505,8.45e-14,73.6,717,526,79,"LOW","Monocarboxylate transporter 8","SwissProt","Host","Winter","Other Transport","MOT8_DANRE","MCT (pH Regulation)"
1920.96434401003,-0.543015221431354,0.114165924576553,-4.75636862264661,1.97106411259004e-06,0.00052061600460893,"Montipora_capitata_HIv3___RNAseq.g25591.t1","Q16720","AT2B3_HUMAN",40.21,572,317,11,1951,3645,508,1061,1.24e-115,394,3864,1220,89,"HIGH","Plasma membrane calcium-transporting ATPase 3","SwissProt","Host","Winter","Ca2+ ATPase","AT2B3_HUMAN","Ca2+ ATPase"
323.711393361859,1.75880931674748,0.380010514783481,4.62831750260806,3.68648526516385e-06,0.000940514553274928,"Montipora_capitata_HIv3___RNAseq.g9307.t1","Q9WVT6","CAH14_MOUSE",39.929,283,147,9,19,825,5,278,1.09e-54,186,1092,337,74,"MEDIUM","Carbonic anhydrase 14","SwissProt","Host","Winter","Carbonic Anhydrase","CAH14_MOUSE","Carbonic Anhydrase"
424.220555718775,1.22126218741236,0.305632797022572,3.99584795646837,6.44630982289027e-05,0.0106416251348316,"Montipora_capitata_HIv3___RNAseq.g44252.t1","H1AFJ5","SCNNA_NEOFS",27.419,558,332,16,148,1671,23,557,1.09e-55,202,1716,655,89,"LOW","Epithelial sodium channel subunit alpha","SwissProt","Host","Winter","Na+ Transport","SCNNA_NEOFS","Na+ Channel"
168.603837185546,-1.08868807947773,0.278055227997176,-3.9153663368228,9.02670424536089e-05,0.0140735095147637,"Montipora_capitata_HIv3___RNAseq.g35621.t1","P98069","BMPH_STRPU",32.804,189,111,8,2401,2937,288,470,4.15e-18,95.1,7650,639,7,"LOW","Bone morphogenetic protein 1 homolog","SwissProt","Host","Winter","Other Transport","BMPH_STRPU","BMP Signaling"
163.025285868673,-2.34370649235345,0.613252489127987,-3.82176433671893,0.000132500282682774,0.0195355568952092,"Montipora_capitata_HIv3___RNAseq.g13057.t1","P57788","MOT4_CHICK",25.771,454,315,10,40,1371,17,458,1.53e-37,146,1419,473,94,"LOW","Monocarboxylate transporter 4","SwissProt","Host","Winter","Other Transport","MOT4_CHICK","MCT (pH Regulation)"
135.972796051204,2.0470012116824,0.543564130707863,3.76588721742301,0.000165958699126521,0.0231424767334753,"Montipora_capitata_HIv3___RNAseq.34213_t","O15247","CLIC2_HUMAN",30.769,234,138,3,19,663,12,240,3.35e-16,78.6,696,247,93,"MEDIUM","Chloride intracellular channel protein 2","SwissProt","Host","Winter","Cl- Transport","CLIC2_HUMAN","Cl- Channel"
1278.82221487538,0.635217212926258,0.169795316612302,3.74107617100338,0.000183233972071369,0.0249320357998442,"Montipora_capitata_HIv3___RNAseq.g401.t1","O46392","CO1A2_CANLF",35.429,350,199,7,5014,6024,1030,1365,1.21e-59,231,6030,1366,60,"MEDIUM","Collagen alpha-2(I) chain","SwissProt","Host","Winter","Other Transport","CO1A2_CANLF","Collagen/ECM"
23.0747751507874,3.49197750158172,0.935633263882665,3.73220751802988,0.000189809028702297,0.0256710994180438,"Montipora_capitata_HIv3___RNAseq.g41558.t1","B3EWY6","SAAR1_ACRMI",38.532,109,63,3,133,456,113,218,7.49e-15,76.3,711,386,46,"LOW","Skeletal aspartic acid-rich protein 1","SwissProt","Host","Winter","Other Transport","SAAR1_ACRMI","Biomineralization Matrix"
2388.27436156648,0.551454516755346,0.153287936041533,3.59750761211849,0.000321281096144974,0.0375681348414104,"Montipora_capitata_HIv3___RNAseq.g24595.t1","P54289","CA2D1_HUMAN",29.58,1119,669,33,97,3261,33,1096,1.95e-139,451,3273,1103,97,"LOW","Voltage-dependent calcium channel subunit alpha-2/delta-1","SwissProt","Host","Winter","Ca2+ Channel","CA2D1_HUMAN","Ca2+ Channel"
220.130773135189,-1.72386026252321,0.15920154342823,-10.8281630027058,2.53183544475616e-27,7.34384189105973e-23,"SCF082_s2_g130","A0ABP0KE98","A0ABP0KE98_9DINO",100,160,0,0,1,480,1,160,6.94e-103,301,483,160,99,"HIGH","Sugar phosphate/phosphate translocator","TrEMBL","Symbiont","Winter","Other Transport","A0ABP0KE98_9DINO","Phosphate Transport"
137.122667415585,1.34008856258453,0.265137354603093,5.0543182215521,4.31930918654682e-07,0.00104404901887481,"SCF082_s2714_g36669","A0ABP0M3P6","A0ABP0M3P6_9DINO",100,896,0,0,1,2688,1,896,0,1521,2691,896,99,"HIGH","Sodium channel protein 60E (Drosophila ion channel 60) (Drosophila sodium channel 1) (Protein smell-impaired 60E) (Sodium channel 2) (DmNav2)","TrEMBL","Symbiont","Winter","Na+ Transport","A0ABP0M3P6_9DINO","Na+ Channel"
174.911191689514,0.89975491470378,0.19323239120438,4.65633587151607,3.21886662092991e-06,0.00281209928447775,"SCF082_s178_g6533","Q96L42","KCNH8_HUMAN",24.259,371,222,14,430,1449,210,552,5.83e-08,60.1,2025,1107,50,"LOW","Voltage-gated delayed rectifier potassium channel KCNH8","SwissProt","Symbiont","Winter","K+ Channel","KCNH8_HUMAN","K+ Channel"
234.923246279368,0.794616581723201,0.175616533549607,4.52472535280253,6.04739858205046e-06,0.00438527108177389,"SCF082_s1308_g25717","A0ABP0L1L6","A0ABP0L1L6_9DINO",100,585,0,0,1,1755,1,585,0,1092,1758,585,99,"HIGH","Sodium channel protein type 5 subunit alpha (Sodium channel protein cardiac muscle subunit alpha) (Sodium channel protein type V subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.5)","TrEMBL","Symbiont","Winter","Na+ Transport","A0ABP0L1L6_9DINO","Na+ Channel"
176.209281768297,1.10763189403869,0.245501397623906,4.51171319087772,6.4306104146244e-06,0.0045115600966352,"SCF082_s234_g7964","O88427","CAC1H_MOUSE",24.468,282,171,11,586,1410,781,1027,4.06e-09,63.9,1824,2365,45,"LOW","Voltage-dependent T-type calcium channel subunit alpha-1H","SwissProt","Symbiont","Winter","Ca2+ Channel","CAC1H_MOUSE","Ca2+ Channel"
170.481267870908,0.873593415911138,0.199727162755319,4.37393393997869,1.22027319231214e-05,0.00583260088391211,"SCF082_s179_g6562","Q96L42","KCNH8_HUMAN",24.259,371,222,15,430,1449,210,552,6.92e-08,60.1,2025,1107,50,"LOW","Voltage-gated delayed rectifier potassium channel KCNH8","SwissProt","Symbiont","Winter","K+ Channel","KCNH8_HUMAN","K+ Channel"
630.481397938763,0.535615479061124,0.124800370793902,4.29177794628232,1.77248154831185e-05,0.00790963073697439,"SCF082_s536_g14548","O15865","CDPK2_PLAFK",33.813,278,171,4,1846,2673,65,331,1.85e-46,178,3282,513,25,"LOW","Calcium-dependent protein kinase 2","SwissProt","Symbiont","Winter","Ca2+ Signaling","CDPK2_PLAFK","Ca2+ Signaling (CDPK)"
276.730783921963,0.667943700189014,0.15638253635551,4.2712166956453,1.94409387061743e-05,0.0082927039428131,"SCF082_s1725_g29635","A0ABP0JPD7","A0ABP0JPD7_9DINO",100,851,0,0,1,2553,1,851,0,1609,2556,851,99,"HIGH","Potassium channel GORK (Fragment)","TrEMBL","Symbiont","Winter","K+ Channel","A0ABP0JPD7_9DINO","K+ Channel"
